,keyword,count,top_count,bottom_count,top_relative_frequency,bottom_relative_frequency
457,van,5,1.0,2.0,0.2,0.4
458,blackmail,5,0.0,1.0,0.0,0.2
459,rural area,5,0.0,1.0,0.0,0.2
460,professor,5,2.0,1.0,0.4,0.2
461,power outage,5,0.0,0.0,0.0,0.0
462,pastor,5,0.0,3.0,0.0,0.6
463,black ops,5,2.0,0.0,0.4,0.0
464,mafia,5,0.0,1.0,0.0,0.2
465,ex-husband ex-wife relationship,5,3.0,0.0,0.6,0.0
466,catholic,5,0.0,2.0,0.0,0.4
467,knight,5,2.0,2.0,0.4,0.4
468,car race,5,4.0,0.0,0.8,0.0
469,motorcycle,5,2.0,1.0,0.4,0.2
470,satire,5,1.0,2.0,0.2,0.4
471,historical figure,5,0.0,1.0,0.0,0.2
472,ex-con,5,0.0,2.0,0.0,0.4
473,warrior,5,4.0,1.0,0.8,0.2
474,concert,5,0.0,2.0,0.0,0.4
475,"brooklyn, new york city",5,1.0,1.0,0.2,0.2
476,kingdom,5,4.0,1.0,0.8,0.2
477,movie business,5,1.0,1.0,0.2,0.2
478,movie star,5,1.0,0.0,0.2,0.0
479,imprisonment,5,2.0,0.0,0.4,0.0
480,cyberpunk,5,1.0,1.0,0.2,0.2
481,futuristic,5,3.0,1.0,0.6,0.2
482,family vacation,5,2.0,0.0,0.4,0.0
483,dirty cop,5,0.0,2.0,0.0,0.4
484,afghanistan,5,1.0,2.0,0.2,0.4
485,one-night stand,5,1.0,2.0,0.2,0.4
486,halloween,5,1.0,1.0,0.2,0.2
487,spirit,5,3.0,1.0,0.6,0.2
488,bdsm,5,3.0,1.0,0.6,0.2
489,sociopath,5,2.0,0.0,0.4,0.0
490,beer,5,0.0,2.0,0.0,0.4
491,black and white,5,0.0,1.0,0.0,0.2
492,homosexuality,5,1.0,0.0,0.2,0.0
493,dystopian future,5,4.0,0.0,0.8,0.0
494,toy comes to life,5,4.0,1.0,0.8,0.2
495,president,5,2.0,1.0,0.4,0.2
496,"manhattan, new york city",5,2.0,2.0,0.4,0.4
497,afterlife,5,1.0,0.0,0.2,0.0
498,tree,5,0.0,1.0,0.0,0.2
499,minions,5,5.0,0.0,1.0,0.0
500,cgi,5,5.0,0.0,1.0,0.0
501,1910s,5,2.0,1.0,0.4,0.2
502,crime fighter,5,1.0,2.0,0.2,0.4
503,parenting,5,2.0,0.0,0.4,0.0
504,memory,5,1.0,0.0,0.2,0.0
505,journey,5,2.0,2.0,0.4,0.4
506,nasa,5,3.0,0.0,0.6,0.0
507,philosophy,5,1.0,1.0,0.2,0.2
508,space opera,5,4.0,0.0,0.8,0.0
509,olympic games,5,0.0,0.0,0.0,0.0
510,circus,5,4.0,1.0,0.8,0.2
511,adaptation,5,3.0,0.0,0.6,0.0
512,planet mars,5,1.0,2.0,0.2,0.4
513,river,5,0.0,2.0,0.0,0.4
514,alien life-form,5,3.0,1.0,0.6,0.2
515,con artist,5,4.0,1.0,0.8,0.2
516,immortality,5,4.0,0.0,0.8,0.0
517,loss,5,2.0,0.0,0.4,0.0
518,explosive,4,0.0,0.0,0.0,0.0
519,rehabilitation,4,0.0,2.0,0.0,0.5
520,ambition,4,1.0,0.0,0.25,0.0
521,grieving,4,0.0,0.0,0.0,0.0
522,personification,4,4.0,0.0,1.0,0.0
523,samurai,4,2.0,1.0,0.5,0.25
524,rebel,4,3.0,1.0,0.75,0.25
525,tunnel,4,1.0,1.0,0.25,0.25
526,haunting,4,2.0,0.0,0.5,0.0
527,audition,4,4.0,0.0,1.0,0.0
528,helicopter,4,1.0,2.0,0.25,0.5
529,child prodigy,4,1.0,0.0,0.25,0.0
530,growing up,4,1.0,1.0,0.25,0.25
531,giant,4,2.0,0.0,0.5,0.0
532,holiday,4,1.0,0.0,0.25,0.0
533,cabin in the woods,4,0.0,1.0,0.0,0.25
534,food,4,2.0,0.0,0.5,0.0
535,steampunk,4,2.0,1.0,0.5,0.25
536,clown,4,1.0,0.0,0.25,0.0
537,missing child,4,1.0,1.0,0.25,0.25
538,murderer,4,0.0,2.0,0.0,0.5
539,poison,4,2.0,0.0,0.5,0.0
540,saving the world,4,3.0,0.0,0.75,0.0
541,animal attack,4,4.0,0.0,1.0,0.0
542,wheelchair,4,1.0,1.0,0.25,0.25
543,determination,4,1.0,2.0,0.25,0.5
544,time machine,4,1.0,1.0,0.25,0.25
545,court,4,0.0,1.0,0.0,0.25
546,prehistoric,4,2.0,1.0,0.5,0.25
547,thriller,4,1.0,0.0,0.25,0.0
548,class differences,4,1.0,1.0,0.25,0.25
549,divorcee,4,1.0,1.0,0.25,0.25
550,newspaper,4,1.0,1.0,0.25,0.25
551,disaster,4,1.0,1.0,0.25,0.25
552,wild west,4,2.0,2.0,0.5,0.5
553,catholic church,4,0.0,1.0,0.0,0.25
554,trapped in space,4,2.0,0.0,0.5,0.0
555,house party,4,1.0,0.0,0.25,0.0
556,toy,4,2.0,0.0,0.5,0.0
557,android,4,3.0,0.0,0.75,0.0
558,jew / jewish,4,0.0,0.0,0.0,0.0
559,inventor,4,1.0,0.0,0.25,0.0
560,homicide,4,2.0,0.0,0.5,0.0
561,wilderness,4,1.0,0.0,0.25,0.0
562,airplane crash,4,3.0,0.0,0.75,0.0
563,pistol,4,2.0,0.0,0.5,0.0
564,native american,4,1.0,2.0,0.25,0.5
565,nazi germany,4,2.0,0.0,0.5,0.0
566,fantasy world,4,3.0,0.0,0.75,0.0
567,skeleton,4,4.0,0.0,1.0,0.0
568,misfit,4,1.0,2.0,0.25,0.5
569,scotland,4,1.0,1.0,0.25,0.25
570,bravery,4,3.0,1.0,0.75,0.25
571,wish,4,1.0,0.0,0.25,0.0
572,capitalism,4,1.0,1.0,0.25,0.25
573,lie,4,0.0,2.0,0.0,0.5
574,lust,4,0.0,1.0,0.0,0.25
575,sacrifice,4,3.0,0.0,0.75,0.0
576,tsunami,4,2.0,1.0,0.5,0.25
577,giant monster,4,4.0,0.0,1.0,0.0
578,ape,4,4.0,0.0,1.0,0.0
579,zeus,4,3.0,1.0,0.75,0.25
580,animal horror,4,4.0,0.0,1.0,0.0
581,existentialism,4,0.0,2.0,0.0,0.5
582,beating,4,0.0,2.0,0.0,0.5
583,ireland,4,2.0,0.0,0.5,0.0
584,crime scene,4,0.0,1.0,0.0,0.25
585,gambling,4,0.0,1.0,0.0,0.25
586,partner,4,0.0,3.0,0.0,0.75
587,tiger,4,3.0,0.0,0.75,0.0
588,mutation,4,2.0,1.0,0.5,0.25
589,truck,4,0.0,3.0,0.0,0.75
590,history,4,1.0,1.0,0.25,0.25
591,mockumentary,4,0.0,1.0,0.0,0.25
592,resurrection,4,1.0,0.0,0.25,0.0
593,city,4,1.0,0.0,0.25,0.0
594,american,4,1.0,1.0,0.25,0.25
595,william shakespeare,4,0.0,2.0,0.0,0.5
596,teenage daughter,4,2.0,1.0,0.5,0.25
597,dea agent,4,1.0,0.0,0.25,0.0
598,street race,4,4.0,0.0,1.0,0.0
599,comic book,4,0.0,3.0,0.0,0.75
600,moscow,4,2.0,0.0,0.5,0.0
601,aids,4,2.0,0.0,0.5,0.0
602,moon,4,2.0,0.0,0.5,0.0
603,sadness,4,0.0,2.0,0.0,0.5
604,ancient rome,4,0.0,1.0,0.0,0.25
605,magical object,4,1.0,0.0,0.25,0.0
606,latinx lead,4,1.0,0.0,0.25,0.0
607,mind control,4,1.0,0.0,0.25,0.0
608,philadelphia,4,3.0,0.0,0.75,0.0
609,mobster,4,1.0,0.0,0.25,0.0
610,orcs,4,4.0,0.0,1.0,0.0
611,film in film,4,0.0,0.0,0.0,0.0
612,elves,4,4.0,0.0,1.0,0.0
613,hand to hand combat,4,3.0,0.0,0.75,0.0
614,hong kong,4,3.0,1.0,0.75,0.25
615,car fire,4,1.0,1.0,0.25,0.25
616,salesman,4,0.0,2.0,0.0,0.5
617,god,4,2.0,0.0,0.5,0.0
618,indian lead,4,1.0,0.0,0.25,0.0
619,breaking the fourth wall,4,3.0,0.0,0.75,0.0
620,art,4,0.0,1.0,0.0,0.25
621,soviet union,4,2.0,2.0,0.5,0.5
622,illegal drugs,4,0.0,2.0,0.0,0.5
623,espionage,4,3.0,0.0,0.75,0.0
624,underworld,4,1.0,1.0,0.25,0.25
625,freedom,4,1.0,1.0,0.25,0.25
626,extramarital affair,4,1.0,0.0,0.25,0.0
627,stranded,4,2.0,1.0,0.5,0.25
628,bathtub,4,2.0,1.0,0.5,0.25
629,navy seal,4,2.0,0.0,0.5,0.0
630,iraq war,4,1.0,1.0,0.25,0.25
631,danger,4,2.0,1.0,0.5,0.25
632,sign languages,4,3.0,0.0,0.75,0.0
633,cannibal,4,0.0,1.0,0.0,0.25
634,greek mythology,4,4.0,0.0,1.0,0.0
635,very little dialogue,4,0.0,1.0,0.0,0.25
636,neo-western,4,1.0,1.0,0.25,0.25
637,elephant,4,3.0,0.0,0.75,0.0
638,assassination,4,1.0,0.0,0.25,0.0
639,poverty,4,1.0,0.0,0.25,0.0
640,rifle,4,0.0,2.0,0.0,0.5
641,rock star,4,0.0,3.0,0.0,0.75
642,stabbing,4,1.0,2.0,0.25,0.5
643,gun battle,4,0.0,2.0,0.0,0.5
644,mother son relationship,4,0.0,1.0,0.0,0.25
645,webcam,4,1.0,0.0,0.25,0.0
646,police corruption,4,2.0,1.0,0.5,0.25
647,seoul,4,2.0,1.0,0.5,0.25
648,marriage proposal,4,0.0,0.0,0.0,0.0
649,commando,4,3.0,0.0,0.75,0.0
650,farmhouse,4,4.0,0.0,1.0,0.0
651,unlikely friendship,4,1.0,2.0,0.25,0.5
652,africa,4,3.0,0.0,0.75,0.0
653,philippines,4,0.0,1.0,0.0,0.25
654,climbing,4,1.0,0.0,0.25,0.0
655,sister,4,0.0,2.0,0.0,0.5
656,expedition,4,2.0,2.0,0.5,0.5
657,blizzard,4,1.0,1.0,0.25,0.25
658,attic,4,0.0,1.0,0.0,0.25
659,rap music,4,2.0,0.0,0.5,0.0
660,horse race,4,0.0,2.0,0.0,0.5
661,video game,4,4.0,0.0,1.0,0.0
662,cemetery,4,0.0,2.0,0.0,0.5
663,actor,4,2.0,0.0,0.5,0.0
664,senator,4,0.0,1.0,0.0,0.25
665,giant robot,4,4.0,0.0,1.0,0.0
666,ghetto,4,1.0,0.0,0.25,0.0
667,teen drama,4,1.0,0.0,0.25,0.0
668,private investigator,4,0.0,1.0,0.0,0.25
669,creature,4,2.0,0.0,0.5,0.0
670,demigod,4,3.0,1.0,0.75,0.25
671,intern,4,2.0,0.0,0.5,0.0
672,artificial insemination,4,0.0,0.0,0.0,0.0
673,sorcerer,4,2.0,0.0,0.5,0.0
674,facebook,4,1.0,0.0,0.25,0.0
675,undercover agent,4,1.0,0.0,0.25,0.0
676,drug addict,4,1.0,1.0,0.25,0.25
677,cop,4,0.0,0.0,0.0,0.0
678,female empowerment,4,2.0,1.0,0.5,0.25
679,cigar smoking,4,0.0,4.0,0.0,1.0
680,christianity,4,0.0,2.0,0.0,0.5
681,filmmaking,4,0.0,1.0,0.0,0.25
682,job,4,0.0,2.0,0.0,0.5
683,virtual reality,4,2.0,2.0,0.5,0.5
684,17th century,4,0.0,2.0,0.0,0.5
685,erotic movie,4,1.0,1.0,0.25,0.25
686,bridge,4,1.0,1.0,0.25,0.25
687,brother brother relationship,4,0.0,2.0,0.0,0.5
688,billionaire,4,1.0,0.0,0.25,0.0
689,spirituality,4,0.0,2.0,0.0,0.5
690,kiss,4,2.0,0.0,0.5,0.0
691,meteor,4,0.0,3.0,0.0,0.75
692,vomiting,4,0.0,1.0,0.0,0.25
693,dracula,4,4.0,0.0,1.0,0.0
694,high school reunion,4,2.0,2.0,0.5,0.5
695,inspired by true events,4,1.0,1.0,0.25,0.25
696,singing,4,4.0,0.0,1.0,0.0
697,"based on myths, legends or folklore",4,4.0,0.0,1.0,0.0
698,italy,4,2.0,0.0,0.5,0.0
699,canada,4,0.0,2.0,0.0,0.5
700,alien planet,4,3.0,0.0,0.75,0.0
701,comedian,4,0.0,1.0,0.0,0.25
702,driver,4,3.0,0.0,0.75,0.0
703,psychologist,4,0.0,1.0,0.0,0.25
704,madness,4,2.0,0.0,0.5,0.0
705,fireworks,4,2.0,2.0,0.5,0.5
706,transformers,4,4.0,0.0,1.0,0.0
707,airport,4,1.0,0.0,0.25,0.0
708,empowerment,4,2.0,1.0,0.5,0.25
709,therapist,4,0.0,3.0,0.0,0.75
710,southern usa,4,1.0,1.0,0.25,0.25
711,civil rights,4,1.0,1.0,0.25,0.25
712,neighbor neighbor relationship,3,3.0,0.0,1.0,0.0
713,single parent,3,0.0,0.0,0.0,0.0
714,alien abduction,3,0.0,2.0,0.0,0.6666666666666666
715,taxi,3,2.0,0.0,0.6666666666666666,0.0
716,bathroom humor,3,2.0,0.0,0.6666666666666666,0.0
717,disease,3,1.0,0.0,0.3333333333333333,0.0
718,acapella,3,3.0,0.0,1.0,0.0
719,franchise,3,0.0,0.0,0.0,0.0
720,human animal relationship,3,1.0,0.0,0.3333333333333333,0.0
721,secret service,3,1.0,0.0,0.3333333333333333,0.0
722,terrorist group,3,0.0,0.0,0.0,0.0
723,"berlin, germany",3,1.0,1.0,0.3333333333333333,0.3333333333333333
724,sexual humor,3,2.0,0.0,0.6666666666666666,0.0
725,interracial relationship,3,1.0,1.0,0.3333333333333333,0.3333333333333333
726,new year's eve,3,0.0,1.0,0.0,0.3333333333333333
727,bus,3,1.0,1.0,0.3333333333333333,0.3333333333333333
728,pedophilia,3,0.0,1.0,0.0,0.3333333333333333
729,roommate,3,1.0,1.0,0.3333333333333333,0.3333333333333333
730,machete,3,1.0,1.0,0.3333333333333333,0.3333333333333333
731,area 51,3,0.0,1.0,0.0,0.3333333333333333
732,satanic,3,0.0,0.0,0.0,0.0
733,ice,3,3.0,0.0,1.0,0.0
734,the conjuring universe,3,3.0,0.0,1.0,0.0
735,wrestling,3,1.0,0.0,0.3333333333333333,0.0
736,taxi driver,3,2.0,1.0,0.6666666666666666,0.3333333333333333
737,framed,3,1.0,1.0,0.3333333333333333,0.3333333333333333
738,abduction,3,1.0,1.0,0.3333333333333333,0.3333333333333333
739,devil,3,1.0,0.0,0.3333333333333333,0.0
740,dark hero,3,1.0,0.0,0.3333333333333333,0.0
741,battlefield,3,2.0,1.0,0.6666666666666666,0.3333333333333333
742,hallucination,3,1.0,0.0,0.3333333333333333,0.0
743,prayer,3,0.0,2.0,0.0,0.6666666666666666
744,manager,3,0.0,0.0,0.0,0.0
745,spring break,3,1.0,0.0,0.3333333333333333,0.0
746,illusion,3,3.0,0.0,1.0,0.0
747,carnival,3,0.0,1.0,0.0,0.3333333333333333
748,son,3,1.0,1.0,0.3333333333333333,0.3333333333333333
749,narration,3,0.0,0.0,0.0,0.0
750,wealthy,3,1.0,0.0,0.3333333333333333,0.0
751,female sexuality,3,0.0,0.0,0.0,0.0
752,forgiveness,3,1.0,2.0,0.3333333333333333,0.6666666666666666
753,prejudice,3,1.0,2.0,0.3333333333333333,0.6666666666666666
754,naivety,3,0.0,2.0,0.0,0.6666666666666666
755,dea,3,0.0,1.0,0.0,0.3333333333333333
756,morality,3,0.0,1.0,0.0,0.3333333333333333
757,justice,3,0.0,2.0,0.0,0.6666666666666666
758,domestic abuse,3,2.0,0.0,0.6666666666666666,0.0
759,gothic,3,1.0,0.0,0.3333333333333333,0.0
760,underground,3,1.0,0.0,0.3333333333333333,0.0
761,mystery,3,0.0,0.0,0.0,0.0
762,economics,3,0.0,1.0,0.0,0.3333333333333333
763,punishment,3,1.0,0.0,0.3333333333333333,0.0
764,sister sister relationship,3,0.0,1.0,0.0,0.3333333333333333
765,extreme sports,3,2.0,0.0,0.6666666666666666,0.0
766,spiderman,3,3.0,0.0,1.0,0.0
767,submarine,3,1.0,1.0,0.3333333333333333,0.3333333333333333
768,dwarf,3,3.0,0.0,1.0,0.0
769,photographer,3,1.0,2.0,0.3333333333333333,0.6666666666666666
770,online dating,3,2.0,1.0,0.6666666666666666,0.3333333333333333
771,fictional war,3,2.0,1.0,0.6666666666666666,0.3333333333333333
772,house,3,1.0,0.0,0.3333333333333333,0.0
773,"new orleans, usa",3,2.0,1.0,0.6666666666666666,0.3333333333333333
774,middle-earth (tolkien),3,3.0,0.0,1.0,0.0
775,female soldier,3,2.0,1.0,0.6666666666666666,0.3333333333333333
776,interspecies romance,3,0.0,0.0,0.0,0.0
777,hobbit,3,3.0,0.0,1.0,0.0
778,play,3,0.0,1.0,0.0,0.3333333333333333
779,truth,3,0.0,1.0,0.0,0.3333333333333333
780,grandparent grandchild relationship,3,1.0,0.0,0.3333333333333333,0.0
781,"venice, italy",3,1.0,1.0,0.3333333333333333,0.3333333333333333
782,stalking,3,2.0,1.0,0.6666666666666666,0.3333333333333333
783,child abuse,3,1.0,1.0,0.3333333333333333,0.3333333333333333
784,chef,3,0.0,0.0,0.0,0.0
785,courage,3,3.0,0.0,1.0,0.0
786,flood,3,2.0,1.0,0.6666666666666666,0.3333333333333333
787,portland,3,0.0,1.0,0.0,0.3333333333333333
788,femme fatale,3,1.0,1.0,0.3333333333333333,0.3333333333333333
789,western,3,2.0,0.0,0.6666666666666666,0.0
790,contract killer,3,1.0,1.0,0.3333333333333333,0.3333333333333333
791,rabbit,3,2.0,0.0,0.6666666666666666,0.0
792,engineer,3,1.0,0.0,0.3333333333333333,0.0
793,trial,3,0.0,1.0,0.0,0.3333333333333333
794,parenthood,3,1.0,0.0,0.3333333333333333,0.0
795,greed,3,0.0,1.0,0.0,0.3333333333333333
796,around the world,3,1.0,0.0,0.3333333333333333,0.0
797,social network,3,1.0,0.0,0.3333333333333333,0.0
798,indonesia,3,1.0,1.0,0.3333333333333333,0.3333333333333333
799,skyscraper,3,1.0,0.0,0.3333333333333333,0.0
800,slacker,3,2.0,1.0,0.6666666666666666,0.3333333333333333
801,arson,3,1.0,2.0,0.3333333333333333,0.6666666666666666
802,dna,3,2.0,1.0,0.6666666666666666,0.3333333333333333
803,abuse,3,3.0,0.0,1.0,0.0
804,entrepreneur,3,1.0,0.0,0.3333333333333333,0.0
805,sadism,3,1.0,1.0,0.3333333333333333,0.3333333333333333
806,little boy,3,0.0,0.0,0.0,0.0
807,awkwardness,3,0.0,1.0,0.0,0.3333333333333333
808,camping,3,1.0,0.0,0.3333333333333333,0.0
809,screenwriter,3,1.0,0.0,0.3333333333333333,0.0
810,painter,3,1.0,0.0,0.3333333333333333,0.0
811,lying,3,1.0,0.0,0.3333333333333333,0.0
812,dance company,3,1.0,1.0,0.3333333333333333,0.3333333333333333
813,gunfight,3,1.0,0.0,0.3333333333333333,0.0
814,alternate reality,3,1.0,1.0,0.3333333333333333,0.3333333333333333
815,britain,3,0.0,1.0,0.0,0.3333333333333333
816,himalaya,3,2.0,0.0,0.6666666666666666,0.0
817,exploitation,3,1.0,2.0,0.3333333333333333,0.6666666666666666
818,mentor,3,1.0,2.0,0.3333333333333333,0.6666666666666666
819,levitation,3,1.0,1.0,0.3333333333333333,0.3333333333333333
820,masturbation,3,1.0,0.0,0.3333333333333333,0.0
821,discrimination,3,2.0,0.0,0.6666666666666666,0.0
822,activist,3,0.0,1.0,0.0,0.3333333333333333
823,government,3,1.0,1.0,0.3333333333333333,0.3333333333333333
824,stuntman,3,1.0,0.0,0.3333333333333333,0.0
825,prostitution,3,0.0,2.0,0.0,0.6666666666666666
826,drone,3,1.0,1.0,0.3333333333333333,0.3333333333333333
827,king,3,2.0,1.0,0.6666666666666666,0.3333333333333333
828,smartphone,3,1.0,0.0,0.3333333333333333,0.0
829,lion,3,2.0,0.0,0.6666666666666666,0.0
830,swamp,3,0.0,3.0,0.0,1.0
831,stranger,3,0.0,2.0,0.0,0.6666666666666666
832,celebrity,3,0.0,1.0,0.0,0.3333333333333333
833,missouri,3,2.0,0.0,0.6666666666666666,0.0
834,evil,3,1.0,0.0,0.3333333333333333,0.0
835,witch hunter,3,1.0,0.0,0.3333333333333333,0.0
836,ukraine,3,1.0,1.0,0.3333333333333333,0.3333333333333333
837,boxing,3,2.0,0.0,0.6666666666666666,0.0
838,santa claus,3,1.0,0.0,0.3333333333333333,0.0
839,talk show,3,0.0,3.0,0.0,1.0
840,cheating wife,3,2.0,0.0,0.6666666666666666,0.0
841,falling in love,3,2.0,0.0,0.6666666666666666,0.0
842,medium,3,2.0,0.0,0.6666666666666666,0.0
843,key,3,1.0,0.0,0.3333333333333333,0.0
844,one night,3,1.0,0.0,0.3333333333333333,0.0
845,snow storm,3,1.0,1.0,0.3333333333333333,0.3333333333333333
846,hiking,3,1.0,0.0,0.3333333333333333,0.0
847,tyrannosaurus rex,3,3.0,0.0,1.0,0.0
848,no opening credits,3,1.0,1.0,0.3333333333333333,0.3333333333333333
849,terminal illness,3,1.0,0.0,0.3333333333333333,0.0
850,estate,3,2.0,0.0,0.6666666666666666,0.0
851,protest,3,1.0,2.0,0.3333333333333333,0.6666666666666666
852,nightclub,3,2.0,0.0,0.6666666666666666,0.0
853,allegory,3,2.0,0.0,0.6666666666666666,0.0
854,rooftop,3,1.0,0.0,0.3333333333333333,0.0
855,police brutality,3,1.0,0.0,0.3333333333333333,0.0
856,ouija board,3,2.0,0.0,0.6666666666666666,0.0
857,chainsaw,3,0.0,1.0,0.0,0.3333333333333333
858,armed robbery,3,1.0,1.0,0.3333333333333333,0.3333333333333333
859,long take,3,1.0,0.0,0.3333333333333333,0.0
860,photograph,3,2.0,1.0,0.6666666666666666,0.3333333333333333
861,pet,3,3.0,0.0,1.0,0.0
862,drug smuggle,3,1.0,0.0,0.3333333333333333,0.0
863,autism,3,1.0,0.0,0.3333333333333333,0.0
864,shark attack,3,0.0,2.0,0.0,0.6666666666666666
865,muslim,3,0.0,1.0,0.0,0.3333333333333333
866,museum,3,2.0,0.0,0.6666666666666666,0.0
867,money laundering,3,1.0,0.0,0.3333333333333333,0.0
868,scam,3,1.0,0.0,0.3333333333333333,0.0
869,alaska,3,1.0,1.0,0.3333333333333333,0.3333333333333333
870,music band,3,1.0,1.0,0.3333333333333333,0.3333333333333333
871,rock band,3,1.0,2.0,0.3333333333333333,0.6666666666666666
872,fame,3,1.0,2.0,0.3333333333333333,0.6666666666666666
873,boxer,3,1.0,2.0,0.3333333333333333,0.6666666666666666
874,trap,3,1.0,1.0,0.3333333333333333,0.3333333333333333
875,teenage romance,3,0.0,1.0,0.0,0.3333333333333333
876,desire,3,0.0,1.0,0.0,0.3333333333333333
877,sewer,3,3.0,0.0,1.0,0.0
878,outlaw,3,1.0,2.0,0.3333333333333333,0.6666666666666666
879,mask,3,1.0,0.0,0.3333333333333333,0.0
880,cobra,3,1.0,1.0,0.3333333333333333,0.3333333333333333
881,roman empire,3,0.0,1.0,0.0,0.3333333333333333
882,stand-up comedy,3,0.0,1.0,0.0,0.3333333333333333
883,taliban,3,1.0,1.0,0.3333333333333333,0.3333333333333333
884,suspicion,3,1.0,0.0,0.3333333333333333,0.0
885,mining,3,0.0,1.0,0.0,0.3333333333333333
886,secret society,3,1.0,1.0,0.3333333333333333,0.3333333333333333
887,older woman younger man relationship,3,1.0,0.0,0.3333333333333333,0.0
888,financial crisis,3,1.0,0.0,0.3333333333333333,0.0
889,real estate,3,1.0,1.0,0.3333333333333333,0.3333333333333333
890,bombing,3,0.0,3.0,0.0,1.0
891,captive,3,1.0,1.0,0.3333333333333333,0.3333333333333333
892,mayor,3,2.0,0.0,0.6666666666666666,0.0
893,playboy,3,1.0,1.0,0.3333333333333333,0.3333333333333333
894,diner,3,1.0,0.0,0.3333333333333333,0.0
895,manipulation,3,1.0,1.0,0.3333333333333333,0.3333333333333333
896,egypt,3,1.0,2.0,0.3333333333333333,0.6666666666666666
897,ancient egypt,3,2.0,1.0,0.6666666666666666,0.3333333333333333
898,slave,3,1.0,0.0,0.3333333333333333,0.0
899,epic,3,1.0,1.0,0.3333333333333333,0.3333333333333333
900,african american history,3,1.0,1.0,0.3333333333333333,0.3333333333333333
901,rebellion,3,2.0,0.0,0.6666666666666666,0.0
902,teddy bear,3,3.0,0.0,1.0,0.0
903,cooking,3,1.0,1.0,0.3333333333333333,0.3333333333333333
904,eco terrorism,3,1.0,1.0,0.3333333333333333,0.3333333333333333
905,police investigation,3,1.0,0.0,0.3333333333333333,0.0
906,f word,3,1.0,0.0,0.3333333333333333,0.0
907,confession,3,1.0,0.0,0.3333333333333333,0.0
908,bodyguard,3,1.0,2.0,0.3333333333333333,0.6666666666666666
909,vietnam war,3,1.0,1.0,0.3333333333333333,0.3333333333333333
910,gold,3,0.0,2.0,0.0,0.6666666666666666
911,owl,3,1.0,0.0,0.3333333333333333,0.0
912,american civil war,3,1.0,1.0,0.3333333333333333,0.3333333333333333
913,team,3,1.0,1.0,0.3333333333333333,0.3333333333333333
914,high tech,3,2.0,0.0,0.6666666666666666,0.0
915,vomit,3,1.0,0.0,0.3333333333333333,0.0
916,father-in-law,3,2.0,0.0,0.6666666666666666,0.0
917,animated sequence,3,2.0,1.0,0.6666666666666666,0.3333333333333333
918,nanny,3,1.0,0.0,0.3333333333333333,0.0
919,"based on magazine, newspaper or article",3,1.0,1.0,0.3333333333333333,0.3333333333333333
920,pot smoking,3,0.0,3.0,0.0,1.0
921,british politics,3,2.0,0.0,0.6666666666666666,0.0
922,courthouse,3,2.0,0.0,0.6666666666666666,0.0
923,dreamer,3,2.0,0.0,0.6666666666666666,0.0
924,time loop,3,1.0,0.0,0.3333333333333333,0.0
925,ex-wife,3,1.0,0.0,0.3333333333333333,0.0
926,letter,3,1.0,0.0,0.3333333333333333,0.0
927,young love,3,0.0,2.0,0.0,0.6666666666666666
928,house fire,3,0.0,2.0,0.0,0.6666666666666666
929,second chance,3,0.0,1.0,0.0,0.3333333333333333
930,cult leader,3,0.0,1.0,0.0,0.3333333333333333
931,virginia,3,0.0,0.0,0.0,0.0
932,war crimes,3,0.0,1.0,0.0,0.3333333333333333
933,little girl,3,1.0,0.0,0.3333333333333333,0.0
934,shrinking,3,2.0,1.0,0.6666666666666666,0.3333333333333333
935,ballet,3,2.0,1.0,0.6666666666666666,0.3333333333333333
936,maine,3,3.0,0.0,1.0,0.0
937,nuclear power plant,3,0.0,2.0,0.0,0.6666666666666666
938,crisis,3,0.0,1.0,0.0,0.3333333333333333
939,cocaine,3,0.0,1.0,0.0,0.3333333333333333
940,husband,3,0.0,1.0,0.0,0.3333333333333333
941,shot,3,0.0,1.0,0.0,0.3333333333333333
942,pop star,3,0.0,1.0,0.0,0.3333333333333333
943,stalker,3,0.0,0.0,0.0,0.0
944,psychological thriller,3,0.0,1.0,0.0,0.3333333333333333
945,u.s. soldier,3,3.0,0.0,1.0,0.0
946,death of brother,3,2.0,0.0,0.6666666666666666,0.0
947,u.s. marine,3,1.0,0.0,0.3333333333333333,0.0
948,celebration,3,0.0,0.0,0.0,0.0
949,upper class,3,0.0,2.0,0.0,0.6666666666666666
950,sherlock holmes,3,1.0,0.0,0.3333333333333333,0.0
951,victim,3,0.0,0.0,0.0,0.0
952,singing competition,3,3.0,0.0,1.0,0.0
953,struggle for survival,3,1.0,1.0,0.3333333333333333,0.3333333333333333
954,mummy,3,3.0,0.0,1.0,0.0
955,novelist,3,0.0,2.0,0.0,0.6666666666666666
956,ninja,3,2.0,0.0,0.6666666666666666,0.0
957,louisiana,3,0.0,2.0,0.0,0.6666666666666666
958,combat,3,1.0,1.0,0.3333333333333333,0.3333333333333333
959,backpacker,3,2.0,0.0,0.6666666666666666,0.0
960,courtroom,3,0.0,1.0,0.0,0.3333333333333333
961,night,3,1.0,1.0,0.3333333333333333,0.3333333333333333
962,bank heist,3,0.0,1.0,0.0,0.3333333333333333
963,blacksmith,3,1.0,1.0,0.3333333333333333,0.3333333333333333
964,mass murder,3,0.0,1.0,0.0,0.3333333333333333
